Gen8

VEHICLE
NUMBER     CAPACITY
30     200

CUSTOMER
CUST NO.     XCOORD.     YCOORD.     DEMAND     READY TIME     DUE DATE     SERVICE TIME

0    55    54    0    0    1000    0
1    95    67    10    807    947    10
2    33    72    14    215    627    10
3    66    53    10    513    977    10
4    82    27    19    49    388    10
5    43    5    7    263    938    10
6    22    71    26    882    951    10
7    45    19    22    459    662    10
8    40    36    9    883    905    10
9    68    46    6    109    463    10
10    94    46    2    918    948    10
11    1    60    4    454    934    10
12    25    57    27    358    495    10
13    74    16    13    171    307    10
14    67    59    24    502    553    10
15    55    2    11    314    610    10
16    48    9    13    546    630    10
17    37    70    21    745    965    10
18    54    45    14    279    905    10
19    6    93    19    70    558    10
20    32    86    30    331    857    10
21    87    41    22    179    357    10
22    82    20    3    614    671    10
23    93    82    1    334    941    10
24    65    49    4    764    899    10
25    87    24    13    626    816    10
26    60    85    17    467    780    10
27    17    12    9    878    932    10
28    18    98    20    732    843    10
29    22    12    16    296    497    10
30    4    52    22    418    633    10
31    2    23    15    139    437    10
32    19    10    9    898    932    10
33    86    37    23    793    952    10
34    96    70    15    710    945    10
35    39    22    24    98    952    10
36    68    7    16    503    940    10
37    36    61    5    660    930    10
38    52    5    15    850    939    10
39    60    6    34    525    887    10
40    24    39    14    553    715    10
41    74    89    22    851    949    10
42    93    71    1    591    639    10
43    11    45    33    208    349    10
44    85    60    17    268    357    10
45    10    68    31    761    917    10
46    68    47    6    526    678    10
47    87    95    16    603    805    10
48    2    29    27    749    815    10
49    21    37    30    574    701    10
50    38    81    5    130    640    10
51    90    15    1    930    936    10
52    58    13    29    685    722    10
53    42    88    23    227    230    10
54    28    57    3    815    962    10
55    66    36    6    673    967    10
56    87    42    17    861    929    10
57    63    25    4    70    128    10
58    9    55    1    690    942    10
59    90    41    14    749    951    10
60    98    88    14    442    685    10
61    92    65    27    554    949    10
62    98    67    1    897    943    10
63    52    31    26    724    756    10
64    14    11    12    882    929    10
65    91    12    13    885    933    10
66    5    88    20    200    280    10
67    50    25    18    843    948    10
68    63    98    20    906    944    10
69    64    1    5    737    822    10
70    93    65    3    139    941    10
71    1    82    17    611    928    10
72    19    16    15    723    895    10
73    53    19    21    838    953    10
74    32    36    5    102    449    10
75    14    39    13    334    383    10
76    92    66    11    316    551    10
77    68    5    19    149    236    10
78    93    71    10    171    268    10
79    38    90    18    784    823    10
80    25    73    2    231    422    10
81    99    20    12    675    928    10
82    96    35    16    226    283    10
83    19    63    10    907    952    10
84    1    38    23    475    869    10
85    39    48    1    884    971    10
86    53    75    18    247    271    10
87    11    70    27    158    833    10
88    9    62    15    585    943    10
89    19    7    2    729    929    10
90    44    14    8    741    947    10
91    40    96    21    268    385    10
92    68    49    15    516    921    10
93    53    44    9    569    978    10
94    18    35    24    840    947    10
95    4    54    4    394    586    10
96    84    62    13    788    958    10
97    57    24    18    261    325    10
98    67    27    8    87    702    10
99    34    88    6    725    949    10
100    14    62    12    80    278    10
