Gen5

VEHICLE
NUMBER     CAPACITY
25     1000

CUSTOMER
CUST NO.     XCOORD.     YCOORD.     DEMAND     READY TIME     DUE DATE     SERVICE TIME

    0    21    31    0    0    1000    0
    1    51    98    11    134    368    10
    2    92    2    11    384    413    10
    3    35    2    26    274    335    10
    4    40    93    27    188    232    10
    5    49    62    26    206    547    10
    6    80    19    23    453    679    10
    7    13    85    6    566    669    10
    8    24    80    29    550    568    10
    9    23    96    4    154    569    10
    10    31    78    1    295    796    10
    11    18    83    29    592    937    10
    12    57    81    6    298    737    10
    13    33    94    12    323    637    10
    14    2    21    11    891    968    10
    15    60    98    6    483    741    10
    16    95    78    8    672    770    10
    17    49    13    15    647    708    10
    18    58    99    6    802    911    10
    19    91    33    23    791    918    10
    20    64    4    1    737    931    10
    21    55    40    8    517    635    10
    22    78    39    16    605    627    10
    23    36    17    11    471    569    10
    24    7    80    34    869    938    10
    25    86    62    22    549    585    10
    26    21    89    1    161    254    10
    27    67    24    23    864    867    10
    28    43    65    2    481    509    10
    29    85    56    21    251    597    10
    30    66    57    9    366    454    10
    31    51    75    9    546    902    10
    32    21    37    30    744    918    10
    33    51    31    13    648    735    10
    34    54    97    15    397    735    10
    35    22    63    23    720    957    10
    36    6    91    9    419    530    10
    37    27    71    3    326    329    10
    38    6    14    24    610    966    10
    39    48    85    3    371    675    10
    40    76    92    1    91    233    10
    41    90    30    9    796    919    10
    42    88    45    8    190    551    10
    43    25    7    3    812    964    10
    44    31    27    21    603    964    10
    45    92    62    24    889    911    10
    46    20    20    3    712    776    10
    47    19    16    19    826    897    10
    48    65    76    15    522    740    10
    49    46    35    14    398    515    10
    50    50    70    11    178    333    10
    51    47    90    37    262    539    10
    52    95    70    15    105    698    10
    53    7    53    2    848    901    10
    54    71    57    22    902    932    10
    55    86    49    6    158    232    10
    56    28    7    9    591    863    10
    57    24    11    18    911    968    10
    58    9    47    6    222    705    10
    59    26    69    15    865    950    10
    60    79    95    30    241    337    10
    61    94    99    11    476    770    10
    62    88    50    24    861    918    10
    63    81    45    3    450    455    10
    64    26    23    1    274    652    10
    65    92    55    14    345    367    10
    66    75    1    22    211    335    10
    67    19    19    14    209    500    10
    68    51    52    11    144    298    10
    69    50    8    1    490    550    10
    70    16    24    8    172    194    10
    71    45    91    1    528    757    10
    72    16    77    34    645    712    10
    73    54    91    11    323    485    10
    74    67    0    2    203    387    10
    75    2    69    9    484    636    10
    76    58    35    16    460    861    10
    77    46    14    8    32    368    10
    78    94    26    12    726    915    10
    79    36    89    4    580    794    10
    80    55    72    15    260    585    10
    81    11    78    13    752    940    10
    82    39    79    10    813    891    10
    83    23    31    7    92    377    10
    84    48    10    12    604    658    10
    85    52    98    14    385    535    10
    86    4    67    6    681    690    10
    87    81    7    2    615    924    10
    88    63    92    7    796    914    10
    89    4    94    21    424    842    10
    90    46    59    12    322    515    10
    91    37    51    8    474    712    10
    92    7    37    11    937    973    10
    93    6    5    11    935    959    10
    94    92    18    1    471    485    10
    95    36    79    22    174    283    10
    96    49    9    19    612    763    10
    97    35    51    22    435    571    10
    98    28    7    8    874    964    10
    99    47    52    6    267    496    10
    100    75    97    1    188    377    10
