Gen8

VEHICLE
NUMBER     CAPACITY
25     1000

CUSTOMER
CUST NO.     XCOORD.     YCOORD.     DEMAND     READY TIME     DUE DATE     SERVICE TIME

    0    25    46    0    0    1000    0
    1    68    64    20    516    929    10
    2    20    49    24    547    618    10
    3    85    93    12    190    218    10
    4    52    37    2    887    960    10
    5    17    65    14    707    821    10
    6    15    2    31    816    918    10
    7    2    53    23    80    245    10
    8    75    66    6    522    833    10
    9    14    93    31    262    271    10
    10    76    47    11    529    860    10
    11    96    37    1    567    916    10
    12    43    19    2    599    734    10
    13    45    22    13    926    958    10
    14    76    71    35    408    436    10
    15    83    65    5    394    767    10
    16    96    12    22    498    740    10
    17    44    81    18    142    335    10
    18    38    89    1    868    943    10
    19    26    55    10    778    857    10
    20    53    82    12    502    799    10
    21    21    90    11    846    944    10
    22    71    68    13    664    735    10
    23    57    67    19    575    950    10
    24    45    76    18    665    952    10
    25    51    11    6    349    688    10
    26    43    32    13    143    352    10
    27    13    15    23    115    131    10
    28    90    34    17    399    439    10
    29    22    30    18    730    901    10
    30    69    44    20    55    301    10
    31    42    43    21    719    753    10
    32    71    1    16    621    924    10
    33    49    84    40    68    89    10
    34    73    0    14    567    578    10
    35    73    44    16    863    940    10
    36    99    88    4    842    903    10
    37    86    99    1    871    907    10
    38    31    76    10    322    957    10
    39    89    97    8    185    277    10
    40    80    54    25    910    933    10
    41    65    48    13    742    948    10
    42    0    99    20    110    370    10
    43    95    68    13    817    887    10
    44    6    67    26    741    792    10
    45    24    44    9    685    897    10
    46    23    27    39    884    931    10
    47    62    52    5    522    761    10
    48    61    21    14    661    944    10
    49    51    17    24    121    932    10
    50    97    1    2    704    904    10
    51    2    55    6    207    331    10
    52    52    6    23    923    940    10
    53    11    85    17    325    599    10
    54    42    89    1    932    942    10
    55    30    14    24    184    518    10
    56    21    85    29    228    330    10
    57    46    46    26    243    446    10
    58    6    55    10    239    580    10
    59    24    23    5    874    965    10
    60    72    25    24    129    438    10
    61    83    54    15    282    466    10
    62    88    31    17    856    924    10
    63    75    31    23    267    412    10
    64    89    4    13    371    484    10
    65    18    42    18    181    532    10
    66    37    0    27    198    942    10
    67    13    50    17    927    976    10
    68    66    51    8    940    947    10
    69    33    61    2    698    726    10
    70    15    43    18    645    979    10
    71    56    46    14    374    734    10
    72    83    62    21    109    505    10
    73    18    40    25    733    980    10
    74    15    43    15    604    641    10
    75    72    57    16    304    923    10
    76    8    97    41    451    613    10
    77    21    60    28    939    974    10
    78    45    60    4    205    466    10
    79    9    77    30    924    950    10
    80    69    7    21    312    333    10
    81    31    59    1    427    677    10
    82    65    10    4    411    682    10
    83    76    90    7    426    647    10
    84    74    78    13    912    930    10
    85    99    76    23    532    711    10
    86    56    66    13    877    951    10
    87    7    65    15    900    963    10
    88    95    21    24    186    720    10
    89    95    77    8    886    912    10
    90    52    98    14    828    930    10
    91    68    18    13    566    702    10
    92    24    1    16    459    649    10
    93    78    69    21    308    312    10
    94    31    55    7    414    820    10
    95    89    32    7    427    786    10
    96    59    58    33    131    709    10
    97    27    14    3    829    957    10
    98    82    41    20    618    860    10
    99    18    61    6    688    847    10
    100    11    81    16    950    951    10
