Gen8

VEHICLE
NUMBER     CAPACITY
30     700

CUSTOMER
CUST NO.     XCOORD.     YCOORD.     DEMAND     READY TIME     DUE DATE     SERVICE TIME

0    65    43    0    0    1000    0
1    63    57    8    965    975    10
2    14    72    16    528    627    10
3    64    92    17    192    226    10
4    94    52    14    366    552    10
5    84    56    14    66    427    10
6    21    16    29    132    264    10
7    33    49    2    758    789    10
8    43    12    12    427    540    10
9    60    47    16    767    960    10
10    27    95    9    339    364    10
11    67    49    27    252    395    10
12    46    77    38    314    496    10
13    13    87    31    155    587    10
14    44    29    11    699    964    10
15    37    49    13    247    566    10
16    61    8    22    272    842    10
17    18    34    16    652    941    10
18    1    98    13    670    780    10
19    44    77    13    169    433    10
20    85    99    6    143    191    10
21    69    58    12    191    320    10
22    35    72    17    203    246    10
23    39    0    13    935    939    10
24    17    13    4    130    195    10
25    63    67    9    546    964    10
26    48    66    28    537    708    10
27    81    75    13    584    662    10
28    88    32    15    455    476    10
29    93    37    11    949    960    10
30    94    21    24    104    388    10
31    57    14    14    891    959    10
32    7    66    1    888    926    10
33    45    34    1    725    777    10
34    68    36    6    870    981    10
35    60    28    4    947    973    10
36    21    9    12    333    561    10
37    9    10    14    612    833    10
38    43    10    5    269    759    10
39    3    82    19    582    806    10
40    65    94    2    240    572    10
41    17    41    12    478    725    10
42    27    29    16    902    949    10
43    57    39    1    873    980    10
44    70    71    31    666    701    10
45    15    39    9    620    938    10
46    6    48    3    79    94    10
47    80    6    22    398    511    10
48    92    75    14    762    946    10
49    13    23    10    143    240    10
50    88    98    7    588    928    10
51    73    78    27    213    285    10
52    61    38    7    489    786    10
53    25    23    1    149    781    10
54    18    20    22    908    936    10
55    29    81    17    375    443    10
56    27    74    9    405    775    10
57    21    87    18    299    381    10
58    54    72    1    547    671    10
59    56    80    28    145    631    10
60    88    51    26    515    686    10
61    28    28    16    47    320    10
62    96    34    12    938    956    10
63    71    18    23    232    431    10
64    4    20    22    600    924    10
65    76    4    24    734    948    10
66    33    49    2    907    956    10
67    32    4    6    672    913    10
68    93    31    3    798    958    10
69    24    37    19    734    947    10
70    79    55    30    494    876    10
71    59    57    3    486    973    10
72    95    3    29    233    600    10
73    93    53    7    455    488    10
74    92    93    20    138    246    10
75    56    59    30    944    970    10
76    50    88    4    830    941    10
77    88    6    3    703    945    10
78    69    90    26    604    725    10
79    96    9    1    489    550    10
80    47    50    20    153    595    10
81    17    77    17    482    614    10
82    81    44    15    805    972    10
83    48    22    19    390    962    10
84    2    62    7    311    435    10
85    43    79    5    861    872    10
86    1    65    12    94    153    10
87    55    33    24    684    975    10
88    63    49    1    832    982    10
89    92    97    26    848    927    10
90    44    46    26    166    675    10
91    76    14    5    702    713    10
92    23    94    15    418    641    10
93    55    97    10    653    897    10
94    42    78    8    233    784    10
95    82    39    5    697    817    10
96    88    80    29    197    499    10
97    85    38    16    351    400    10
98    56    5    24    238    446    10
99    94    63    5    102    277    10
100    73    50    18    16    27    10
101    44    43    14    118    472    10
102    47    14    6    856    859    10
103    87    56    30    958    962    10
104    27    25    27    729    922    10
105    87    44    5    812    832    10
106    9    45    14    338    427    10
107    46    75    11    846    951    10
108    84    66    7    209    599    10
109    42    23    17    274    652    10
110    48    77    25    825    951    10
