Gen8

VEHICLE
NUMBER     CAPACITY
30     700

CUSTOMER
CUST NO.     XCOORD.     YCOORD.     DEMAND     READY TIME     DUE DATE     SERVICE TIME

0    15    42    0    0    1000    0
1    70    99    7    504    542    10
2    18    2    15    735    949    10
3    38    60    4    336    639    10
4    9    62    20    486    749    10
5    25    42    26    122    278    10
6    37    52    1    27    209    10
7    12    47    5    559    982    10
8    41    4    17    108    121    10
9    3    80    5    546    925    10
10    57    91    32    874    923    10
11    55    10    14    677    749    10
12    60    57    11    159    325    10
13    76    6    5    168    233    10
14    74    87    1    195    241    10
15    78    38    14    547    924    10
16    70    59    18    71    74    10
17    15    91    23    128    326    10
18    60    80    14    737    860    10
19    33    3    34    331    376    10
20    64    8    11    785    836    10
21    96    15    26    856    881    10
22    94    5    16    153    510    10
23    79    3    5    251    392    10
24    5    13    5    190    366    10
25    56    17    1    572    751    10
26    60    91    1    773    922    10
27    51    71    7    831    942    10
28    96    30    22    426    538    10
29    16    35    39    426    771    10
30    7    99    21    717    931    10
31    29    23    22    151    156    10
32    72    39    18    283    630    10
33    9    13    23    512    758    10
34    4    49    21    346    579    10
35    76    77    4    188    366    10
36    30    12    19    609    728    10
37    17    52    12    701    978    10
38    48    7    25    471    600    10
39    8    19    22    784    965    10
40    3    43    14    716    977    10
41    59    47    9    536    694    10
42    34    28    22    295    709    10
43    27    42    9    443    863    10
44    25    98    21    199    250    10
45    37    47    13    765    826    10
46    14    89    15    262    664    10
47    76    71    18    592    920    10
48    25    28    27    792    971    10
49    44    85    30    365    936    10
50    97    51    16    369    775    10
51    20    17    24    903    963    10
52    70    25    16    319    585    10
53    73    96    6    854    909    10
54    30    51    25    946    970    10
55    24    58    22    809    847    10
56    65    78    10    736    926    10
57    75    34    24    853    928    10
58    69    85    21    787    919    10
59    24    99    15    439    502    10
60    41    52    5    463    529    10
61    89    87    32    122    238    10
62    55    8    17    272    578    10
63    15    73    24    643    701    10
64    55    13    6    560    569    10
65    27    80    10    303    779    10
66    23    17    1    221    617    10
67    34    81    9    834    945    10
68    76    59    20    843    925    10
69    0    37    22    427    456    10
70    59    24    9    510    809    10
71    75    50    12    856    928    10
72    95    41    14    360    427    10
73    42    52    24    199    360    10
74    51    54    27    734    826    10
75    66    52    6    518    716    10
76    94    26    10    796    899    10
77    73    99    8    149    296    10
78    8    18    14    333    589    10
79    78    3    21    313    427    10
80    76    5    24    827    879    10
